R_restoration,layer
-0.9777184586102078,proteome
-0.6590193585769029,proteome
0.8390010297039414,proteome
1.109964466541428,proteome
0.9718490053640132,proteome
0.8245871727146378,proteome
0.7395921755765441,proteome
0.4316822882206764,proteome
-0.6634593928011928,proteome
0.2722114129226556,proteome
1.449496459454695,proteome
0.346655348222475,proteome
0.12328412542398,proteome
-0.998338072252252,proteome
0.1962014656237283,proteome
0.468615641988542,proteome
-0.4831013297043718,proteome
-0.9357432069539988,proteome
0.0007443460425179,proteome
-0.2769160111295594,proteome
1.1046980626592249,proteome
-0.7045217776971489,proteome
-0.4920890168374692,proteome
0.4457130764092411,proteome
-0.2682732530476823,proteome
0.9904156418471312,proteome
0.825564990641109,proteome
0.1540166808001521,proteome
1.4252177896879346,proteome
0.0661812465954914,proteome
0.0493595609237098,proteome
-1.1696462015943894,proteome
0.843281792210626,proteome
-0.7141151470472061,proteome
1.1013704642706077,proteome
-0.469445458171113,proteome
0.0077458161717352,proteome
-0.1374340290022416,proteome
0.1276612393496867,proteome
-0.3994157598156537,proteome
-1.4673669553197295,proteome
0.1366910988765556,proteome
1.2091400421572145,proteome
0.905280005133652,proteome
0.6398867879623886,proteome
-0.03825741271794,proteome
0.8107935645369319,proteome
-0.7538686676210872,proteome
-0.1269886293805591,proteome
0.176002999797652,proteome
0.6767724182346774,proteome
-0.4654641292576451,proteome
-0.0989445233992017,proteome
-2.3457515923156325,proteome
-0.6575801991787192,proteome
-0.4270015543066822,proteome
0.1223511769710108,proteome
0.816593145869215,proteome
1.3945047520774694,proteome
-0.0808662027174771,proteome
-0.473112712877499,proteome
0.2891967863486563,proteome
0.0318251986209439,proteome
0.931494875345146,proteome
0.1227119060934012,proteome
0.1846967994062572,proteome
-0.155804094805382,proteome
-0.2717035044858962,proteome
-0.3619032401788493,proteome
0.7784949983186079,proteome
-0.8226600941051849,proteome
0.9153667504361048,proteome
0.9482308342336166,proteome
-0.1515656930333043,proteome
0.196590282747971,proteome
0.2485501181288544,proteome
2.0066947831822657,proteome
-0.5800779127707518,proteome
1.129251598654874,proteome
-0.668394266227559,proteome
0.0178894723931516,proteome
1.05319437176171,proteome
1.0405528182327173,proteome
0.3229274626150736,proteome
-0.7913655951411692,proteome
0.634767379264847,proteome
-1.8188775481829584,proteome
-0.3438199819756865,proteome
0.8406640728228532,proteome
1.0735643640587196,proteome
0.7863640470681361,proteome
0.0162746875793723,proteome
5.419234348013986,proteome
-4.466953737570879,proteome
5.014960681830496,proteome
5.338636305517071,proteome
4.792285774003994,proteome
3.5727889186028943,proteome
4.760496124418856,proteome
4.004048705656418,proteome
-4.426307402437075,proteome
-2.3212186055017683,proteome
-3.417901256314361,proteome
2.627136223241901,proteome
3.792143274178292,proteome
4.161237258914703,proteome
3.515505967656807,proteome
2.425306025935803,proteome
2.831296206506596,proteome
2.8290802218248023,proteome
2.726399741989473,proteome
2.866068014400709,proteome
1.607729845838005,proteome
4.2350661453551846,proteome
3.103564970333832,proteome
-3.548326160274934,proteome
3.5819121005517167,proteome
3.1371588956608454,proteome
1.909854117787138,proteome
2.6953898147214463,proteome
2.8593491625202656,proteome
1.5988761873711386,proteome
2.90073417260488,proteome
2.9537213893940244,proteome
