layer,Z
proteome,0.4543580774757279
proteome,0.224967622644914
proteome,1.9040859989995125
proteome,0.7965191922559699
proteome,1.2891997518581582
proteome,0.1508040299616664
proteome,0.1924239212474288
proteome,0.944847321450064
proteome,1.0082592753148911
proteome,0.1761443061802704
proteome,0.2297088862840609
proteome,1.4189339390833844
proteome,1.2241476532632771
proteome,1.0966567310211344
proteome,0.8205265044168216
proteome,0.3519272687901928
proteome,0.9561300447945515
proteome,0.0522787578361375
proteome,0.199645460871997
proteome,1.1343514600122468
proteome,0.2877632869319922
proteome,1.1449053404951182
proteome,1.128045432176099
proteome,0.3517090735100102
proteome,1.0188479222076596
proteome,0.0764443382211922
proteome,1.2881836786485308
proteome,0.7047767430788793
proteome,0.92554879398739
proteome,1.2514721855010231
proteome,0.0874177122341113
proteome,0.6354543747078576
proteome,0.1389595581032736
proteome,1.3374815064218246
proteome,0.8045353385001679
proteome,1.7633508697407685
proteome,0.9792029987070704
proteome,0.7879816431073168
proteome,0.3561875818325971
proteome,1.2348345402707146
proteome,0.928338524871625
proteome,0.4516525724415458
proteome,0.3116663195339242
proteome,0.4936170627322956
proteome,0.6405989239250297
proteome,0.0102761846205911
proteome,0.8632822697143179
proteome,0.4311744139733097
proteome,0.0111392251447033
proteome,0.6014389770756606
proteome,0.9496805672993588
proteome,0.3570304954645237
proteome,0.0866930157233461
proteome,1.522591751700345
proteome,0.2529704768374887
proteome,0.7076050913734135
proteome,1.2554291404596998
proteome,0.0103422689269442
proteome,0.6531124447137052
proteome,1.1825144856361158
proteome,0.2793495864545772
proteome,0.2526566795382685
proteome,1.5878341219409466
proteome,1.2302404833821414
proteome,0.3974195150646351
proteome,0.9701153942475572
proteome,0.8238733042372638
proteome,0.194048145492915
proteome,1.064080877998192
proteome,0.5866624504025052
proteome,1.1118910308617929
proteome,0.6443823049180959
proteome,0.5175628633557677
proteome,0.8032674076358747
proteome,0.4243134718375051
proteome,0.4836373278490012
proteome,0.0423330536559978
proteome,0.6923965625121099
proteome,0.3730362217541489
proteome,0.946798704508896
proteome,0.1984163945252284
proteome,0.561706460483665
proteome,0.2677987231446199
proteome,0.8248885144572927
proteome,1.579248243028027
proteome,0.6151792946038823
proteome,0.148669610794764
proteome,0.788716265413051
proteome,0.6297849895089657
